Features,Label,Predicted_Label
"Two batteries, one of emf 18 volts and
internal resistance \( 2 \Omega \) and the other of emf 12 volt and internal resistance 1\Omega,
are connected as shown.The voltmeter
will record a reading of:
A . 18 volt
B. 30 volt
c. 14 volt
D. 15 volt",,4.0
"Two rods \( A \) and \( B \) of the same material
and length have radii \( r_{1} \) and \( r_{2} \)
respectively. When they are rigidly fixed at one end twisted by the same torque applied at the other end, the ratio \( \left[\begin{array}{lllllll}\text {the} & \text {angle} & \text {of} & \text {twist} & \text {at} & \text {the} & \text {er} \\ \hline \text {the} & \text {angle} & \text {of} & \text {twist} & \text {at} & \text {the} & \text {er}\end{array}\right. \)
equals to:
A \( \cdot \frac{r_{1}^{2}}{r_{2}^{2}} \)
B \( \cdot \frac{r_{1}^{3}}{r_{2}^{3}} \)
\( c \cdot \frac{r_{2}^{4}}{r_{1}^{4}} \)
D \( \cdot \frac{r_{1}^{4}}{r_{2}^{4}} \)",,4.0
"The plane \( \boldsymbol{x}-\mathbf{2} \boldsymbol{y}+\boldsymbol{z}-\boldsymbol{6}=\mathbf{0} \) and the
line \( \frac{x}{1}=\frac{y}{2}=\frac{z}{3} \) are related as
A. Parallel to the plane
B. At right angle to the plane
c. Lies in the plane
D. Meets the plane obliquely",,3.0
"Two glass prisms \( P_{1} \) and \( P_{2} \) are to be combined together to produce dispersion without deviation. The
angles of the prisms \( P_{1} \) and \( P_{2} \) are
selected as \( 4^{\circ} \) and \( 3^{\circ} \) respectively. If the refractive index of prism \( P_{1} \) is 1.54 , then
that of \( P_{2} \) will be
A . 1.48
B. 1.58
\( c \cdot 1.62 \)
D. 1.72",,4.0
"Drugs, which on interaction with macromolecular targets produce a biological response which is therapeutic and useful, are called:
A. medicines
B. super drugs
c. enzymes
D. proteins",,2.0
"Find the amplitude response \( \left|\frac{V_{2}}{V_{1}}\right| \) for
the ciircuit shown in figure. Determine
the half-power frequency.
A \( \cdot \frac{1}{B C} \)
B. \( \frac{2}{R C} \)
\( c \cdot \frac{4}{R C} \)
D.",,4.0
"At the time of puberty, the hormone that
triggers changes is This question has multiple correct options
A. Testosterone
B. Estrogen
c. Adrenaline
D. Thyroxine",,4.0
"When an impurity is doped into semiconductor, the conductivity of the semiconductor
A . increases
B. decreases
c. remains same
D. becomes zero",,4.0
"Time taken to completely (in hr) decompose \( 36 g \) water by passing \( 3 A \)
current is :
A. 35.8 hrs
в. \( 40 \mathrm{hr} \)
c. \( 51.8 \mathrm{hr} \)
D. 22.5 hr",,4.0
On over loading of a given circuit a fuse wire will melt.,,4.0
"In the calender method, mating should be avoided from day - ....... to ............ of the cycle.
A. 9 to 21 days
B. 3 to 15 days
\( c .5 \) to 30 days
D. 12 to 15 days",,3.0
"The method of zone refining of metals is
based on the principal of:
A. Greater mobility of the pure metal than that of the impurity
B. Higher melting point of the impurity than that of the pure metal
C. Greater noble character of the solid metal than that of the impurity
D. Greater solubility of the impurity in the molten state than in the solid",,2.0
"\( 0-0 \)
\( 0-0 \)
\( 0=0 \)
\( 0-0 \)",,2.0
"How much work is done in moving a
charge of \( 2 C \) across two points having
a potential difference of \( 12 V ? \)",,4.0
"In a population of families having three children each, the percentage of population of families having both boys and girls is?
A . 10
B . 25
c. 50
D. 75",,3.0
"If \( \delta_{1} \) and \( \delta_{2} \) are the angles of dip observed in two vertical planes at right angles to each other and \( \delta \) is the true
value of dip then :
A \( \cdot \tan ^{2} \delta=\tan ^{2} \delta_{1}+\tan ^{2} \delta_{2} \)
B . \( \cot ^{2} \delta=\cot ^{2} \delta_{1}+\cot ^{2} \delta_{2} \)
\( ^{\mathrm{C}} \tan ^{2} \delta=\frac{\tan ^{2} \delta_{1}+\tan ^{2} \delta_{2}}{\tan ^{2} \delta_{1} \tan ^{2} \delta_{2}} \)
D. \( \cot ^{2} \delta=1+\cot ^{2} \delta_{1} \cos ^{2} \delta_{2} \)",,3.0
"Find the total surface area of a cube
with side \( 5 \mathrm{cm} \)",,3.0
"A boat moving perpendicular to the bank with a velocity of \( 7.2 \mathrm{km} / \mathrm{h} \). The
current carries it \( 150 \mathrm{m} \) downstream,
find the velocity of the current.(The
width of the river is \( 0.5 \mathrm{km} \) )
A \( \cdot 0.4 m s^{-1} \)
В. \( 1.2 m s^{-1} \)
c. \( 0.5 m s^{-1} \)
D. \( 0.6 m s^{-1} \)",,4.0
"Which of the following statements is
incorrect in case of equilibrium state?
A. It is dynamic in nature
B. It readjust itself on the changing conditions
\( \mathrm{C} \). It can be attained from the side of reactants only
D. It can be attained from either side of the reaction",,2.0
"Define critical temperature of a gas.
Give its expression.",,2.0
"If every element of third order determinant of \( \Delta \) is multiplied by 5 then value of new determinant equals
to,
A \( . \Delta \)
B. \( 5 \Delta \)
c. \( 25 \Delta \)
D. \( 125 \Delta \)",,2.0
Write the S.I. unit of capacitance.,,4.0
"If \( (2 \bar{i}+4 \bar{j}+2 \bar{k}) \times(2 \bar{i}-x \bar{j}+5 \bar{k})= \)
\( 16 \bar{i}-6 \bar{j}+2 x \bar{k}, \) then the value of \( x \) is
\( A \cdot 2 \)
B. -2
\( c . \)
D. 3",,3.0
"How many isomeric amines with the
molecular formula \( C_{7} H_{9} N \) contain a
benzene ring?
A. Two
B. Three
c. Four
D. Five",,2.0
"\( f \sin \left(7 \phi+9^{\circ}\right)=\cos 2 \phi, \) find a value of
\( \phi \)",,3.0
"Chord \( A B \) of the circle \( x^{2}+y^{2}=100 \)
passes through the point (7,1) and
subtends an angle of \( 60^{\circ} \) at the
circumference of the circle. If \( m_{1} \) and
\( m_{2} \) are the slopes of two such chords
then the value of \( m_{1} m_{2} \) is
A . -1
B.
c. \( 7 / 12 \)
D. -",,3.0
Integrate \( : \int \frac{1+\tan x}{x+\log \sec x} d x \),,3.0
"Which of the following is not an example of phytohormone?
A. cytokinins
B. ethylene
c. auxins
D. insulin",,2.0
"The sum of the focal distances of a
point on the ellipse \( \frac{x^{2}}{4}+\frac{y^{2}}{9}=1 \) is:
A . 4 units
B. 6 units
c. 8 units
D. 10 units",,4.0
"If \( \left(\sin ^{-1} x\right)^{2}+\left(\sin ^{-1} y\right)^{2}+\left(\sin ^{-1} z\right)^{2}= \)
\( \frac{3 \pi^{2}}{4}, \) then find the minimum value of
\( \boldsymbol{x}+\boldsymbol{y}+\boldsymbol{z} \)",,3.0
"Draw a labelled diagram of an image formed by a compound microscope, with the image at least distance of distinct vision. Write any one
expression for its magnifying power",,4.0
Match the following:,,2.0
"\( A \)
\( 0.1(\mathrm{M}) \) solution of an acid HA of density \( 1.01 \mathrm{gm} / \mathrm{ml} \) is taken in a beaker. The molec ular mass of HA is \( 300 \mathrm{g} / \mathrm{mol} \) The freezing point of solution is
\( 0.2087^{\circ} \mathrm{C} . \) For \( \mathrm{H}_{2} \mathrm{O}, \quad K_{f}=1.86 \mathrm{K} / \mathrm{m} \)
What is the degree of dissociation of HA i
n its \( 0.1(\mathrm{M}) \) aqueous solution (in percentage) ?
A . \( 10 \% \)
B. 20\%
c. \( 25 \% \)
D. \( 55.56 \% \)",,2.0
"If
A, B are supplementary angles then \( \cos ^{2} A+\sin ^{2} B= \)
A . 10
B.
\( c \cdot 2 \)
D.",,3.0
"The radius of an atom is of the order of:
A \( \cdot 10^{-12} \mathrm{cm} \)
B . \( 10^{-14} \mathrm{cm} \)
\( c \cdot 10^{-10} \mathrm{cm} \)
\( D \cdot 10^{-8} \mathrm{cm} \)",,3.0
"Observe the given situation and answer the following questions. Rahul and Ravi are playing in a ground. They start
running from the same point \( x \) simultaneously in the ground and reach point \( Y \) at the same time by following paths marked 1 and 2 respectively, as shown in the figure.
Which of the following is correct
statement for the given situation?
A. Rahul covers a longer distance with a lower speed
B. Rahul covers a longer distance with a higher speed
C. Rahul and Ravi both cover different distances with same speed.
D. Ravi covers a shorter distance with higher speed",,4.0
"Dimension of capacitance is?
A \( \cdot M^{-1} L^{-2} A^{2} T^{4} \)
B. \( M L^{2} A^{-2} T^{-4} \)
c. \( M L A^{-1} T^{4} \)
D. \( M^{-1} L^{-1} A^{2} T^{2} \)",,4.0
"The total flux passing through the cube
is:
\( \mathbf{A} \cdot(B+C+D) L^{2} \)
B . \( 2(B+C+D) L^{2} \)
\( \mathbf{c} \cdot 6(B+C+D) L^{2} \)
D. zero",,3.0
"Find five numbers in Arithmetic
progression whose sum is 25 and the
sum of whose squares as 135",,3.0
"Two particles of mass \( m \), constrained to move along the circumference of a smooth circular hoop of equal mass \( m \)
are initially located at opposite ends of
a diameter and given equal velocities \( v_{0} \)
shown in the figure. The entire
arrangement is located in gravity free space. Their velocityjust before collision is?
\( A \)
в. \( \frac{\sqrt{3}}{2} v_{0} \)
c. \( \frac{2}{\sqrt{3}} v \)
D. \( \frac{\sqrt{7}}{3} v_{0} \)",,4.0
"The number of vectors of unit length perpendicular to vectors \( \overline{\boldsymbol{a}}=(\mathbf{1}, \mathbf{1}, \mathbf{0}) \& \)
\( \bar{b}=(0,1,1) \) is:
\( A \)
B. 2
\( c \cdot 3 \)
D. \( \infty \)",,3.0
"To carry out the so-called electrolysis of
water, sulphuric acid is added to water. How does the addition of sulphuric acid produce a conducting solution?",,2.0
"Write the chemical reactions of
\( C_{2} H_{5} O H \) with \( P C l_{3} \) and \( P C l_{5} \)
separately",,2.0
"""Division of Labour"" in multicellular
animals means
A. All functions by a single cell-type
B. A function performed jointly by many cells
C. Different functions by different cell-types
D. None of the above",,1.0
"Change in shape of a body caused by the application of stress is called:
A . rigidity
B. elasticity
c. sheer
D. deformation",,4.0
"What is the molecular weight of water?
A . 2
B. 18
c. 20
D. 16",,2.0
"Assertion
In humans, the gamete contributed by the male determines whether the child
produced will be male or female.
Reason

Sex in humans is a polygenic trait
depending upon a cumulative effect of
some genes on X-chromosome and
some on \( Y \) - chromosome.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",,1.0
"The balanced equation in basic
medium is :
\( \boldsymbol{C l O}_{2}+\boldsymbol{S b O}_{2}^{-} \rightarrow \boldsymbol{C l O}_{2}^{-}+\boldsymbol{S b}(\boldsymbol{O H})_{6}^{-} \)
A \( \cdot 2 C l O_{2}+S b O_{2}^{-}+2 O H^{-}+2 H_{2} O \rightarrow 2 C l O_{2}^{-}+ \)
\( S b(O H)_{6} \)
B . \( 2 C l O_{2}+5 S b O_{2}^{-}+2 O H^{-}+3 H_{2} O \rightarrow 2 C l O_{2}^{-}+ \)
\( 2 S b(O H)_{6} \)
\( \mathrm{c} \cdot 2 \mathrm{ClO}_{2}+\mathrm{SbO}_{2}^{-}+3 \mathrm{OH}^{-}+4 \mathrm{H}_{2} \mathrm{O} \rightarrow 2 \mathrm{ClO}_{2}^{-}+ \)
\( 3 S b(O H)_{6} \)
D. None of these",,2.0
"Conifers differ from grasses, in the
A. Formation of endosperm before fertilization
B. Production of seeds from ovules
C. Lack of xylem tracheids
D. Absence of pollen tubes",,1.0
"Why is it important to study about
reproductive health?",,1.0
"Fastest rate of reaction will be when \( \boldsymbol{R} \)
is:
\( \mathbf{A} \cdot C H_{3}- \)
в. \( C H_{3}-C H_{2} \)
c. \( C H_{3}-\begin{array}{r}C H- \\ \\ C H_{3}\end{array} \)
\( \begin{array}{l}\text { D. } \\ \qquad C H_{3}-\begin{aligned} & C H_{3} \\ & C H \end{aligned} \\ & _{C H_{3}}\end{array} \)",,2.0
"If \( \alpha \) represent linear expansion, \( \beta \)
represent superficial expansion and \( \gamma \) represent cubical expansion, then choose the correct statement:
B. \( \alpha: \beta: \gamma::: 2: 3: 1 \)
c. \( \alpha: \beta: \gamma:: 3: 1: 1 \)
D. \( \alpha: \beta: \gamma:: 1: 2: 3 \)",,3.0
"Curie's law states that magnetic
susceptibility is
A. inversely proportional to the absolute temperature
B. exponentially related to temperature
C. directly proportional to the absolute temperature
D. does not depend on temperature",,4.0
"Assertion
The weight of an object changes from
place to place but not mass.
Reason
The weight of the object is independent
of the value of \( \mathfrak{g} \)
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Assertion is incorrect but Reason is correct",,4.0
"A coil of inductance \( 1 H \) and resistance
\( 10 \Omega \) is connected to a resistanceless
battery of emf \( 50 V \) at time \( t=0 . \) The
ratio of the rate at which magnetic energy is stored in the coil to the rate at
which energy is supplied by the battery
at \( t=0.1 s \) is \( \frac{37}{n} . \) Find \( x \)",,4.0
"The coefficient of the term independent of \( x \) in the expansion of
\( \left(\frac{x+1}{x^{\frac{2}{3}}-x^{\frac{1}{3}}+1}-\frac{x-1}{x-x^{\frac{1}{2}}}\right)^{10} \)
\( A \cdot 70 \)
в. 112
c. 105
D. 210",,3.0
"Consider the motion of a positive point charge in a region where there are simultaneous uniform electric and
magnetic fields \( \mathrm{E}=\mathrm{EO} \mathrm{j} \) and \( \mathrm{B}=\mathrm{BO} \mathrm{j}, \mathrm{At} \)
time \( t=0, \) this charge has velocity \( v \) in the \( x \) -y plane, making an angle 0 with the \( x \) -axis. Which of the following option(s) is(are) correct for time \( t>0 ? \)",,4.0
"Fill in the blanks with appropriate
words.

Synapsis, chiasma formation and crossing over occur between homologous chromosomes in of meiosis.",,1.0
"In a certain charge distribution, all points having zero potential can be joined by a circle S. Points inside S have positive potential, and points outside have negative potential. A positive charge, which is free to move, is placed
inside S.
A. It will remain in equilibrium
B. It can move inside s, but is cannot cross
c. It must cross \( S \) at some time.
D. It may move, but will ultimately return to its starting point",,4.0
"Assertion: Artificial sweeteners are
added to the food to control the intake of
calories.
Reason: Most of the artificial
sweeteners are inert and do not
metabolise in the body.
Read the above assertion and reason
and choose the correct option regarding
¡t.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Both Assertion and Reason are incorrect
D. Assertion is correct but Reason is incorrect
E. Assertion is incorrect but Reason is correct.",,1.0
"Dispersion medium in which dispersed
phase is present. This consists of continuously interlinked molecules.
A. True
B. False",,2.0
"Q Type your question
When in equilibrium, there is a gap of
\( \Delta l \) between the sphere and the floor. The
sphere is gently pushed aside so that it
makes an angle \( \theta \) with the vertical. Find
\( \theta_{\max } \) so that sphere fails to rub the
Floor, Young's modulus of the wire is \( Y \)
A \( \cdot \sin ^{-1}\left(1-\frac{Y \pi d^{2} \Delta l}{8 M g L}\right) \)
B. \( \tan ^{-1}\left(1-\frac{Y \pi d^{2} \Delta l}{8 M g L}\right) \)
c. \( \cos ^{-1}\left(1-\frac{Y \pi d^{2} \Delta l}{8 M g L}\right) \)
\( D \)",,4.0
"In a gamma decay process, the internal energy of a nucleus of mass \( M \)
decreases, a gamma photon of energy \( \boldsymbol{E} \)
and linear momentum \( \boldsymbol{E} / \boldsymbol{c} \) is emitted
and the nucleus recoils. Find the
decrease in internal energy.",,4.0
"Distance between sun and earth is \( 2 \times \)
\( 10^{8} \mathrm{km}, \) temperature of sun \( 6000 \mathrm{K} \)
radius of \( \operatorname{sun} 7 \times 10^{5} \mathrm{km}, \) if emissivity
of earth is \( 0.6, \) then find out
temperature of earth in thermal
equilibrium.
A . 400 к
в. 300 к
\( c .500 k \)
D. 600 к",,4.0
"\( 2 n d \) equation of motion \( (s=u t+ \)
\( \left.\frac{1}{2} a t^{2}\right) \) can be derived graphically form
\( \boldsymbol{v}-\boldsymbol{t} \) graph by finding
A. Slope
в. Area
c. Either(A) or (B)
D. Insufficient data",,3.0
"Assertion
A large dry cell has higher emf.
Reason
The emf of a dry cell is independent of its size.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Assertion is incorrect but Reason is correct",,2.0
"Which of the following are the observations of the experiment
conducted to determine whether a given compound is acid, base or salt?
A. Glowing of the bulb indicates conduction of electricity through the electrolyte
B. If a solution is a strong electrolyte the bulb glows brightly when the current is switched on
c. If a solution is a weak electrolyte the bulb glows dimly when the current is switched on
D. All of the above",,2.0
"A body is just floating on the surface of liquid. The density of the body is same as that of the liquid. The body is slightly pushed down. Then it will
A. come back slowly to its earlier position
B. remain submerged where it is left.
c. sink in liquid
D. come out vigoursly",,4.0
"Prove that
\( \operatorname{cosec}\left(\tan ^{-1}\left(\cos \left(\cot ^{-1}\left(\sec \left(\sin ^{-1} a\right)\right)\right)\right)\right) \)
\( \sqrt{\mathbf{3}-\boldsymbol{a}^{2}}, \) where \( \boldsymbol{a} \in[\mathbf{0}, \mathbf{1}] \)",,3.0
Write short note on adipose tissue,,1.0
"The biggest drawback of tidal energy is:
A. it causes excessive pollution in oceans
B. locations where it can be harnessed are limited
c. the height difference of tides is low and much energy is not produced
D. it needs a lot of manpower",,4.0
"Which condition can be used to prove
that the given triangles are SAS
congruent?
\( A . \angle B=\angle F, \overline{A B} \cong \overline{D F} \) and \( \overline{A C} \cong \overline{D E} \)
B. \( \angle A=\angle F, \overline{A B} \cong \overline{D C} \) and \( \overline{A C} \cong \overline{D E} \)
\( \mathrm{c} . \angle B=\angle C, \overline{A B} \cong \overline{D C} \) and \( \overline{A C} \cong \overline{D E} \)
D. \( \angle B=\angle F, \overline{A C} \cong \overline{D C} \) and \( \overline{A C} \cong \overline{D E} \)
\( E \)",,3.0
"Half-life of a radioactive substance A is
two times the half-life of another
radioactive substance
B. Initially, the
number of \( A \) and \( B \) are \( N_{A} \) and \( N_{B} \)
respectively. After three half-lives of \( A \) number of nuclei of both are equal
Then, the ratio \( N_{A} / N_{B} \) is
A . \( 1 / 4 \)
в. \( 1 / 8 \)
c. \( 1 / 3 \)
D. \( 1 / 6 \)",,4.0
"Succinate is oxidised to fumarate in
Krebs cycle by
A. Removal of hydrogen
B. Loss of electrons
c. Addition of oxygen
D. Removal of oxygen",,2.0
"4 normal distinguishable dice are rolled once. The number of possible outcomes in which at least one dice shows up 2?
A . 216
B. 648
c. 625
D. 67",,3.0
"Prove that the area of a circular path of
uniform width \( h \) surrounding a circular region of radius \( r \) is \( \pi h(2 r+h) \)",,4.0
"If \( x+\frac{1}{x}=5, \) then find the value of \( x^{3}+\frac{1}{x^{3}} \)
A . 110
B. 115
\( c \cdot 105 \)
D. 100",,3.0
"The source of energy of the hot water
spring is geothermal energy.
A. True
B. False
c. Ambiguous
D. Data insufficient",,4.0
"If \( P(A)=0.4, P(B)=0.3 \) and
\( P(B / A)=0.5, \) find \( P(A \cap B) \) and
\( P(A / B) \)",,3.0
"Figure
(a) shows two plano-convex lenses in contact as shown. The
combination has focal length \( 24 \mathrm{cm} \) Figure (b) shows the same with a liquid introduced between them. If refractive
index of glass of the lenses is 1.50 and that of the liquid is \( 1.60, \) the focal length of system in Fig. (b) will be
(a)
(b)
A \( .-120 \mathrm{cm} \)
В. \( 120 \mathrm{cm} \)
\( \mathbf{c} .-24 c m \)
D. \( 24 c m \)",,4.0
"IUDs prevent pregnancy by
A. Inhibiting physiological and morphological uterine changes required for implantation
B. Increasing phagocytosis of spermatozoa within Uterus
C. Suppressing motility of sperms as well as their fertilising capacity
D. All of the above",,2.0
"From the following given statements
i) \( 0-\dots \) Hydrogen bond length is more than covalent ""O-H"" bond length
ii) The ionic bond strength of \( C s F \) is more than that of \( N a F \)
iii) The number of electrons present in all shells of sodium atom is 10
The correct combination is:
A. only (i) is correct
B. only (i) and (ii) are correct
c. only (ii) and (iii) are correct
D. all are incorrect",,2.0
"Casparian strips are in nature.
A. Impermeable
B. Semipermeable
c. Differentialy permeable
D. All of the above",,1.0
"Give the balanced reaction for the
manufacture of the ammonia gas.
A. \( 3 N_{2}+3 H_{2} \rightarrow 6 N H_{3} \)
в. \( N_{2}+3 H_{2} \rightarrow 2 N H_{3} \)
c. \( N_{2}+3 H_{2} \rightarrow N H_{3} \)
D. \( N_{2}+6 H_{2} \rightarrow 4 N H_{3} \)",,2.0
"Ram gains 70 paise on Rs. \( 70 . \) Ram's gain percent is
A \( .0 .1 \% \)
B. 1\%
\( c .7 \% \)
D. \( 10 \% \)",,3.0
"The resistivity of alloys is
than its constituent elements.
A. higher
B. lower
c. same
D. none",,2.0
"Solve:
\( \int \frac{1}{x} \sqrt{\frac{x-1}{x+1}} d x \)",,3.0
"If \( A \) and \( B \) are arbitrary events, then
\( \mathbf{A} \cdot P(A \cap B) \geq P(A)+P(B) \)
B \( \cdot P(A \cap B) \leq P(A)+P(B) \)
C \( \cdot P(A \cap B)=P(A)+P(B) \)
D. none of these",,3.0
"A circular coil of radius \( 10 \mathrm{cm}, 500 \)
turns and resistance \( 2 \Omega \) is placed with its plane perpendicular to the horizontal component of the earth's magnetic field It is rotated about its vertical diameter
through \( 180^{\circ} \) in 0.25 s. Estimate the
magnitudes of the emf and current
induced in the coil. Horizontal
component of earth's magnetic field at the place is \( 3.0 \times 10^{-5} \mathrm{T} \)",,4.0
"During the Rutherford's \( \alpha \) -particle
scattering experiment, he concluded that:
(i) electrons have negative charge.
(ii) the mass and positive charge of the
atom is concentrated in the nucleus.
(iii) neutron exists in the nucleus.
(iv) most of the space in atom is empty.
Choose the correct statements.
\( A \). (i) and (iii)
B. (ii) and (iv)
c. (i) and (iv)
D. (iii) and (iv)",,4.0
If \( f(x) \) is continuous and \( f\left(\frac{9}{2}\right)=\frac{2}{9} \) \( \operatorname{then} \lim _{x \rightarrow 0} f\left(\frac{1-\cos 3 x}{x^{2}}\right) \) is equal to,,3.0
"Prove the following:
\( \left|\begin{array}{ccc}\boldsymbol{b} \boldsymbol{c} & \boldsymbol{b} \boldsymbol{c}^{\prime}+\boldsymbol{b}^{\prime} \boldsymbol{c} & \boldsymbol{b}^{\prime} \boldsymbol{c}^{\prime} \\ \boldsymbol{c} \boldsymbol{a} & \boldsymbol{c} \boldsymbol{a}^{\prime}+\boldsymbol{c}^{\prime} \boldsymbol{a} & \boldsymbol{c}^{\prime} \boldsymbol{a}^{\prime} \\ \boldsymbol{a b} & \boldsymbol{a b}^{\prime}+\boldsymbol{d}^{\prime} \boldsymbol{b} & \boldsymbol{d}^{\prime} \boldsymbol{b}^{\prime}\end{array}\right|= \)
\[
\left(b c^{\prime}-b^{\prime} c\right)\left(c a^{\prime}-c^{\prime} a\right)\left(a b^{\prime}-d b\right)
\]",,3.0
"The cell reaction for the given cell is spontaneous if:
\( \boldsymbol{P t}\left|\boldsymbol{C l}_{2}\left(\boldsymbol{P}_{1} \boldsymbol{a} \boldsymbol{t m}\right)\right| \boldsymbol{C l}^{-}(\boldsymbol{1} \boldsymbol{M}) \mid \boldsymbol{C l}_{2}\left(\boldsymbol{P}_{2} \boldsymbol{a}\right. \)
A \( \cdot P_{1}>P_{2} \)
в. \( P_{1}<P_{2} \)
c. \( P_{1}=P_{2} \)
D. \( P_{1}=1 \) at \( m \)",,2.0
"An azeotropic solution of two liquids has a boiling point higher than either of the boiling points of the two liquids when it :
A . is saturated
B. shows no deviation from Rault's law
c. shows negative deviation from Rault's law
D. shows positive deviation from Rault's law",,2.0
"1 mole of \( A l \) is deposited by \( X \) coulomb of electricity passing through aluminium nitrate solution. Calculate
the number of moles of silver deposited by \( \mathrm{X} \) coulomb of electricity from silver
nitrate solution
A . 3
B. 4
\( c \cdot 2 \)
\( D \)",,2.0
"One mole of an ideal gas u ndergoes a
process:
\( P=\frac{P_{0}}{1+\left(V_{0} / V\right)^{2}} \)
Here \( P_{0} \) and \( V_{0} \) are constants.change in temperature of the gas when volume is
changed from \( V=V_{0} \) to \( V=2 V_{0} \) is:
A. \( -\frac{2 P_{0} V_{0}}{5 R} \)
в. \( \frac{11 P_{0} V_{0}}{10 R} \)
c. \( -\frac{5 P_{0} V_{0}}{4 R} \)
D. \( P_{0} V_{0} \)",,4.0
"A ball is dropped from a height \( h \) on a
floor of coefficient of restitution \( e \). The
total distance covered by the ball just before the second hit is
\( \mathbf{A} \cdot h\left(1-2 e^{2}\right) \)
B. \( h\left(1+2 e^{2}\right) \)
c. \( h\left(1-e^{2}\right) \)
\( D \cdot h e^{2} \)",,4.0
"Which of the following complex numbers is equivalent to \( \frac{3-5 i}{8+2 i} ? \) (Note: \( i=\sqrt{-1}) \)
A \( \cdot \frac{3}{8}-\frac{5 i}{2} \)
в. \( \frac{3}{8}+\frac{5 i}{2} \)
c. \( \frac{7}{34}-\frac{23 i}{34} \)
D. \( \frac{7}{34}+\frac{23 i}{34} \)",,3.0
"Which of the following does not has fundamental unit?
A. Mass
B. Time
c. Force
D. length",,4.0
"The displacement \( x \) of a particle in
motion is given in terms of time by \( x(x- \)
4) \( =1-5 \cos \omega t \)
A. The particle executes SHM
B. The particle executes oscillatory motion which is not SHM
C. motion of the particle is neither oscillator; nor simple harmonic
D. The particle is not acted upon by a force when it is at \( x \) \( =4 \)",,4.0
"Construct a \( \triangle A B C \) in which \( A B= \)
\( 5 \mathrm{cm}, B C=6 \mathrm{cm} \) and \( C A=7 \mathrm{m} \)",,3.0
"Water flows through a cylindrical pipe of internal diameter \( 7 \mathrm{cm} \) at \( 5 \mathrm{m} / \mathrm{s} \)
Calculate:
(i) the volume, in litres, of water
discharged by the pipe in 1 minute
(ii) the time, in minutes, the pipe would take to fill an empty rectangular tank
\( 4 m \) by \( 3 m \) by \( 2.31 m \)",,4.0
"Solve the following linear programming problem by graphical method:
Maximize \( Z=3 x+2 y \)
subject to the in constraints \( \boldsymbol{x}+\mathbf{2} \boldsymbol{y} \leq \mathbf{1 0}, \mathbf{3} \boldsymbol{x}+\boldsymbol{y} \leq \mathbf{1 5}, \boldsymbol{x}, \boldsymbol{y} \geq \mathbf{0} \)",,3.0
"in fig consists of two horizontal
conducting plates of equal area A. The
bottom plate rests on a fixed support and the top plate is suspended by four springs with spring constant \( \mathrm{k} \)
positioned at each of the four corners of
the plate as shown in Fig. When uncharged, the plates are separated by
a distance \( z_{0} . \) A battery is connected to the plates and produces a potential difference V between them. This causes
the plate separation to decrease to z.
Neglect any fringing effects. Find the condition of stable equilibrium:
A. z shall have positive root
B. z shall negative root
c. no dependence on value of \( z \)
D. none of these",,4.0
"Show that between any two roots of the
equation \( e^{x} \cos x=1 \) there exists
atleast one root of \( e^{x} \sin x-1=0 \) by continuity and differentiability.",,3.0
"A solid metal cone with radius of base
\( 12 \mathrm{cm} \) and height \( 24 \mathrm{cm}, \) is melted to form spherical solid balls of diameter 6 \( \mathrm{cm} \) each. Find the number of balls thus
formed.
A . 30
B. 31
\( c \cdot 32 \)
D. 34",,3.0
"Assuming that the degree of hydrolysis
is small, the \( p H \) of \( 0.1 \mathrm{M} \) solution of
sodium acetate \( \left(\boldsymbol{K}_{\boldsymbol{a}}=\mathbf{1 . 0} \times \mathbf{1 0}^{-\mathbf{5}}\right) \) will
be:
A. 6.0
B. 8.0.
\( c .9 .0 \)
D. 5.0",,2.0
"SnO is called an amphoteric oxide.
Give an explanation for it.",,2.0
Evaluate: \( \int \sec x \tan x d x \),,3.0
"Which of the following is not possible?
\( \mathbf{A} \cdot S F_{4} \)
в. \( O F_{2} \)
\( \mathrm{c} \cdot O F_{4} \)
D. \( O_{2} F_{2} \)",,2.0
"After two or three years of the secondary growth, the cortex in dicot root
A. Remains intact
B. Is completely sloughed away
c. Is largely lost.
D. Is converted into cork.",,1.0
"Order and degree of \( \left(x^{2}+2 x\right) y_{2}^{2}+\left(x^{2}-2\right) y_{1}^{3}-2(x+ \)
\( \mathbf{3}) \boldsymbol{y}=\mathbf{0} \) are:
A . 2,3
B. 2,
c. 3,1
D. 3,",,3.0
\( \cos ^{2} 42^{\circ}-\sin ^{2} 48^{\circ} \),,3.0
